Cartera,Subdirección,Zona,Sucursal,Corte,Plazo,Suma de Monto,Capital,Interes,Total,Tasa de Ganancia,Vales
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,22/05/2026,8,1136000,1136000,460033,1596033,40.50%,196
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,22/05/2026,8,1560000,1560000,639473,2199473,40.99%,272
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,22/05/2026,8,1098000,1098000,434505,1532505,39.57%,190
Vale Amigo,Bajio,Tepic,Compostela,22/05/2026,8,413000,413000,163606,576606,39.61%,70
Vale Amigo,Bajio,Tepic,Mezcales,22/05/2026,8,4820000,4820000,2010164,6830164,41.70%,857
Vale Amigo,Bajio,Tepic,Tepic,22/05/2026,8,2776000,2776000,1120134,3896134,40.35%,481
Vale Amigo,Bajio,Tepic,Vallarta,22/05/2026,8,2934000,2934000,1207832,4141832,41.17%,519
Vale Amigo,Bajio,Zacatecas,Fresnillo,22/05/2026,8,1873000,1873000,775376,2648376,41.40%,339
Vale Amigo,Bajio,Zacatecas,Jerez,22/05/2026,8,464000,464000,185364,649364,39.95%,80
Vale Amigo,Bajio,Zacatecas,Rio Grande,22/05/2026,8,2698000,2698000,1058463,3756463,39.23%,465
Vale Amigo,Bajio,Zacatecas,Zacatecas,22/05/2026,8,2479000,2479000,984549,3463549,39.72%,433
Vale Amigo,CERRADA,CERRADA,CERRADA,22/05/2026,8,636000,636000,254416,890416,40.00%,111
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,22/05/2026,8,2391000,2391000,982872,3373872,41.11%,427
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,22/05/2026,8,2510000,2510000,1049633,3559633,41.82%,445
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,22/05/2026,8,4093000,4093000,1694106,5787106,41.39%,724
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,22/05/2026,8,799000,799000,327110,1126110,40.94%,140
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,22/05/2026,8,5424000,5424000,2216520,7640520,40.87%,967
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,22/05/2026,8,2971000,2971000,1222509,4193509,41.15%,536
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,22/05/2026,8,588000,588000,239332,827332,40.70%,103
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,22/05/2026,8,2087000,2087000,853368,2940368,40.89%,364
Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,22/05/2026,8,745000,745000,306787,1051787,41.18%,133
Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,22/05/2026,8,770000,770000,310549,1080549,40.33%,135
Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,22/05/2026,8,1777000,1777000,747698,2524698,42.08%,336
Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,22/05/2026,8,380000,380000,158887,538887,41.81%,73
Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,22/05/2026,8,43000,43000,18376,61376,42.73%,8
Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,22/05/2026,8,182000,182000,74671,256671,41.03%,32
Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,22/05/2026,8,149000,149000,63598,212598,42.68%,27
Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,22/05/2026,8,310000,310000,128261,438261,41.37%,56
Vale Amigo,Digital Suroeste,Digital Guerrero,Cruz Grande,22/05/2026,8,5000,5000,2144,7144,42.88%,1
Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,22/05/2026,8,863000,863000,363617,1226617,42.13%,158
Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,22/05/2026,8,452000,452000,190686,642686,42.19%,82
Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,22/05/2026,8,795000,795000,336828,1131828,42.37%,147
Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,22/05/2026,8,1820000,1820000,761326,2581326,41.83%,317
Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,22/05/2026,8,1861000,1861000,771595,2632595,41.46%,336
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,22/05/2026,8,505000,505000,213556,718556,42.29%,94
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,22/05/2026,8,105000,105000,43687,148687,41.61%,19
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,22/05/2026,8,81000,81000,32352,113352,39.94%,15
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,22/05/2026,8,1915000,1915000,802437,2717437,41.90%,357
Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,22/05/2026,8,1310000,1310000,547148,1857148,41.77%,234
Vale Amigo,Noreste,Coahuila,Parras,22/05/2026,8,576000,576000,239485,815485,41.58%,102
Vale Amigo,Noreste,Coahuila,San Pedro,22/05/2026,8,1094000,1094000,456165,1550165,41.70%,191
Vale Amigo,Noreste,Coahuila Norte,Acuña,22/05/2026,8,2362000,2362000,977623,3339623,41.39%,412
Vale Amigo,Noreste,Coahuila Norte,Monclova,22/05/2026,8,5081000,5081000,2081495,7162495,40.97%,888
Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,22/05/2026,8,4270000,4270000,1781854,6051854,41.73%,771
Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,22/05/2026,8,394000,394000,165774,559774,42.07%,70
Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,22/05/2026,8,512000,512000,216580,728580,42.30%,93
Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,22/05/2026,8,928000,928000,380781,1308781,41.03%,166
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,22/05/2026,8,1356000,1356000,555974,1911974,41.00%,240
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,22/05/2026,8,2430000,2430000,1005318,3435318,41.37%,430
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,22/05/2026,8,5750000,5750000,2344936,8094936,40.78%,1035
Vale Amigo,Noreste,San Luis,Ciudad Valles,22/05/2026,8,7171000,7171000,2975342,10146342,41.49%,1234
Vale Amigo,Noreste,San Luis,Matehuala,22/05/2026,8,1503000,1503000,618407,2121407,41.14%,262
Vale Amigo,Noreste,Tamaulipas,Altamira,22/05/2026,8,5073000,5073000,2056778,7129778,40.54%,892
Vale Amigo,Noreste,Tamaulipas,Tampico Norte,22/05/2026,8,6126000,6126000,2471616,8597616,40.35%,1065
Vale Amigo,Noreste,Tampico,Tampico Centro,22/05/2026,8,8740000,8740000,3574401,12314401,40.90%,1556
Vale Amigo,Noreste,Tampico,Tampico Madero,22/05/2026,8,5588000,5588000,2288263,7876263,40.95%,980
Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,22/05/2026,8,215000,215000,89311,304311,41.54%,37
Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,22/05/2026,8,151000,151000,64519,215519,42.73%,28
Vale Amigo,Pacifico,Digital Baja Sur,Vizcaino Digital,22/05/2026,8,32000,32000,13680,45680,42.75%,6
Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,22/05/2026,8,196000,196000,77551,273551,39.57%,34
Vale Amigo,Pacifico,Digital Sonora Norte 2,Imuris Digital,22/05/2026,8,231000,231000,97638,328638,42.27%,41
Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,22/05/2026,8,4997000,4997000,2102973,7099973,42.08%,910
Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,22/05/2026,8,311000,311000,128477,439477,41.31%,55
Vale Amigo,Pacifico,La Paz 1,La Paz,22/05/2026,8,3713000,3713000,1519674,5232674,40.93%,657
Vale Amigo,Pacifico,La Paz 1,La Paz 2,22/05/2026,8,4287000,4287000,1744870,6031870,40.70%,769
Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,22/05/2026,8,1378000,1378000,571009,1949009,41.44%,245
Vale Amigo,Pacifico,La Paz 2,La Paz 3,22/05/2026,8,1090000,1090000,434005,1524005,39.82%,190
Vale Amigo,Pacifico,La Paz 2,La Paz 4,22/05/2026,8,27000,27000,11536,38536,42.72%,5
Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,22/05/2026,8,10409000,10409000,4302820,14711820,41.34%,1811
Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,22/05/2026,8,7465000,7465000,3082479,10547479,41.29%,1298
Vale Amigo,Pacifico,Mazatlan,La Cruz,22/05/2026,8,2274000,2274000,937433,3211433,41.22%,404
Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,22/05/2026,8,3561000,3561000,1416952,4977952,39.79%,631
Vale Amigo,Pacifico,Mazatlan,Rosario,22/05/2026,8,1022000,1022000,429763,1451763,42.05%,187
Vale Amigo,Pacifico,Obregon,Obregón Centro 1,22/05/2026,8,4180000,4180000,1683256,5863256,40.27%,731
Vale Amigo,Pacifico,Obregon,Obregón Esperanza,22/05/2026,8,1523000,1523000,620088,2143088,40.71%,269
Vale Amigo,Pacifico,Obregon,Obregón Perisur,22/05/2026,8,2689000,2689000,1081484,3770484,40.22%,474
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán Centro,22/05/2026,8,3527000,3527000,1445498,4972498,40.98%,627
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,22/05/2026,8,4029000,4029000,1617850,5646850,40.16%,709
Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,22/05/2026,8,1175000,1175000,473991,1648991,40.34%,204
Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,22/05/2026,8,1173000,1173000,471648,1644648,40.21%,207
Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,22/05/2026,8,1270000,1270000,503125,1773125,39.62%,212
Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,22/05/2026,8,2214000,2214000,875969,3089969,39.56%,381
Vale Amigo,Pacifico,Sonora Centro,Empalme,22/05/2026,8,1488000,1488000,605115,2093115,40.67%,267
Vale Amigo,Pacifico,Sonora Centro,Guaymas,22/05/2026,8,2889000,2889000,1152959,4041959,39.91%,515
Vale Amigo,Pacifico,Sonora Centro,Hermosillo,22/05/2026,8,3857000,3857000,1583320,5440320,41.05%,688
Vale Amigo,Pacifico,Sonora Norte 1,Caborca,22/05/2026,8,2314000,2314000,955185,3269185,41.28%,398
Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,22/05/2026,8,839000,839000,347874,1186874,41.46%,151
Vale Amigo,Pacifico,Sonora Sur,Huatabampo,22/05/2026,8,1343000,1343000,533604,1876604,39.73%,232
Vale Amigo,Pacifico,Sonora Sur,Navojoa,22/05/2026,8,2483000,2483000,1001009,3484009,40.31%,439
Vale Amigo,Por Asignar,Por Asignar,Por Asignar,22/05/2026,8,1795000,1795000,697288,2492288,38.85%,318
Vale Amigo,Sureste,Digital Veracruz Norte,Huachinango Digital,22/05/2026,8,285000,285000,119814,404814,42.04%,52
Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,22/05/2026,8,1086000,1086000,443179,1529179,40.81%,189
Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,22/05/2026,8,356000,356000,147654,503654,41.48%,62
Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,22/05/2026,8,1044000,1044000,438418,1482418,41.99%,181
Vale Amigo,Sureste,Tabasco Centro,Macuspana,22/05/2026,8,5874000,5874000,2334965,8208965,39.75%,999
Vale Amigo,Sureste,Tabasco Centro,Teapa,22/05/2026,8,2282000,2282000,867374,3149374,38.01%,399
Vale Amigo,Sureste,Tabasco Centro,Villahermosa,22/05/2026,8,5933000,5933000,2431487,8364487,40.98%,1076
Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,22/05/2026,8,7218000,7218000,2892606,10110606,40.07%,1267
Vale Amigo,Sureste,Tabasco Norte,Cardenas,22/05/2026,8,5595000,5595000,2245005,7840005,40.13%,979
Vale Amigo,Sureste,Tabasco Norte,Comalcalco,22/05/2026,8,4490000,4490000,1818618,6308618,40.50%,789
Vale Amigo,Sureste,Tabasco Norte,Paraiso,22/05/2026,8,2280000,2280000,916149,3196149,40.18%,403
Vale Amigo,Sureste,Veracruz Centro,Cordoba,22/05/2026,8,6028000,6028000,2475992,8503992,41.07%,1068
Vale Amigo,Sureste,Veracruz Centro,Orizaba,22/05/2026,8,5576000,5576000,2265239,7841239,40.62%,965
Vale Amigo,Sureste,Veracruz Norte,Poza Rica,22/05/2026,8,10121000,10121000,4099161,14220161,40.50%,1751
Vale Amigo,Sureste,Veracruz Norte,Tuxpan,22/05/2026,8,2637000,2637000,1060359,3697359,40.21%,458
Vale Amigo,Sureste,Veracruz Sur,Acayucan,22/05/2026,8,3524000,3524000,1441763,4965763,40.91%,626
Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,22/05/2026,8,5214000,5214000,2114967,7328967,40.56%,912
Vale Amigo,Sureste,Veracruz Sur,Minatitlán,22/05/2026,8,6910000,6910000,2824080,9734080,40.87%,1211
Vale Amigo,Sureste,Veracruz Sur,San Andres Tuxtla Digital,22/05/2026,8,12000,12000,5104,17104,42.53%,2
Viva Vale,Bajio,Morelia,Celaya,22/05/2026,8,1277000,1277000,528716,1805716,41.40%,233
Viva Vale,Bajio,Morelia,Morelia,22/05/2026,8,1220000,1220000,493138,1713138,40.42%,212
Viva Vale,Bajio,Morelia,Uruapan,22/05/2026,8,559000,559000,231677,790677,41.44%,102
Viva Vale,Bajio,Sinaloa Sur 2,Escuinapa,22/05/2026,8,1057000,1057000,421252,1478252,39.85%,186
Viva Vale,Bajio,Tepic,Tepic,22/05/2026,8,456000,456000,171556,627556,37.62%,78
Viva Vale,Chihuahua,Chihuahua Centro,Chihuahua Centro,22/05/2026,8,848000,848000,333020,1181020,39.27%,157
Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,22/05/2026,8,2279000,2279000,920768,3199768,40.40%,407
Viva Vale,Chihuahua,Chihuahua Centro,Parral,22/05/2026,8,2006000,2006000,822644,2828644,41.01%,350
Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,22/05/2026,8,631000,631000,260140,891140,41.23%,114
Viva Vale,Chihuahua,Chihuahua Norte,Cd. Juárez 2,22/05/2026,8,756000,756000,311928,1067928,41.26%,134
Viva Vale,Chihuahua,Chihuahua Sur,Camargo,22/05/2026,8,415000,415000,170286,585286,41.03%,75
Viva Vale,Chihuahua,Chihuahua Sur,Delicias,22/05/2026,8,780000,780000,311477,1091477,39.93%,140
Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,22/05/2026,8,499000,499000,196876,695876,39.45%,90
Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,22/05/2026,8,357000,357000,145404,502404,40.73%,62
Viva Vale,Noreste,Coahuila Norte,Monclova,22/05/2026,8,1898000,1898000,761852,2659852,40.14%,342
Viva Vale,Noreste,Saltillo/Nuevo Leon,Cadereyta,22/05/2026,8,1212000,1212000,477924,1689924,39.43%,215
Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,22/05/2026,8,1473000,1473000,601584,2074584,40.84%,259
Viva Vale,Noreste,San Luis,Ciudad Valles,22/05/2026,8,4679000,4679000,1940732,6619732,41.48%,832
Viva Vale,Noreste,San Luis,Matehuala,22/05/2026,8,1250000,1250000,482984,1732984,38.64%,213
Viva Vale,Noreste,Tamaulipas,Altamira,22/05/2026,8,2633000,2633000,1023616,3656616,38.88%,462
Viva Vale,Noreste,Tampico,Tampico Centro,22/05/2026,8,5071000,5071000,2072092,7143092,40.86%,898
Viva Vale,Noreste,Tampico,Tampico Madero,22/05/2026,8,3558000,3558000,1459788,5017788,41.03%,628
Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,22/05/2026,8,2884000,2884000,1191426,4075426,41.31%,514
Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,22/05/2026,8,3678000,3678000,1502273,5180273,40.84%,657
Viva Vale,Pacifico,Mazatlan,La Cruz,22/05/2026,8,811000,811000,316264,1127264,39.00%,143
Viva Vale,Pacifico,Mazatlan,Mazatlán Centro,22/05/2026,8,528000,528000,211572,739572,40.07%,95
Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,22/05/2026,8,1243000,1243000,487666,1730666,39.23%,222
Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,22/05/2026,8,107000,107000,40292,147292,37.66%,17
Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,22/05/2026,8,170000,170000,69431,239431,40.84%,31
Viva Vale,Sureste,Tabasco Centro,Macuspana,22/05/2026,8,4131000,4131000,1643472,5774472,39.78%,712
Viva Vale,Sureste,Tabasco Centro,Teapa,22/05/2026,8,1451000,1451000,557966,2008966,38.45%,238
Viva Vale,Sureste,Tabasco Centro,Villahermosa,22/05/2026,8,5063000,5063000,2103224,7166224,41.54%,906
Viva Vale,Sureste,Tabasco Norte,Cardenas 2,22/05/2026,8,3103000,3103000,1225960,4328960,39.51%,545
Viva Vale,Sureste,Tabasco Norte,Comalcalco,22/05/2026,8,1873000,1873000,733372,2606372,39.15%,316
Viva Vale,Sureste,Tabasco Norte,Paraiso,22/05/2026,8,1532000,1532000,636776,2168776,41.57%,274
Viva Vale,Sureste,Veracruz Centro,Cordoba,22/05/2026,8,2504000,2504000,986144,3490144,39.38%,439
Viva Vale,Sureste,Veracruz Centro,Orizaba,22/05/2026,8,3293000,3293000,1331492,4624492,40.43%,579
Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,22/05/2026,8,6628000,6628000,2688120,9316120,40.56%,1178
Viva Vale,Sureste,Veracruz Norte,Tuxpan,22/05/2026,8,1571000,1571000,635180,2206180,40.43%,281
Viva Vale,Sureste,Veracruz Sur,Acayucan,22/05/2026,8,1650000,1650000,662028,2312028,40.12%,289
Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,22/05/2026,8,4134000,4134000,1674804,5808804,40.51%,726
Viva Vale,Sureste,Veracruz Sur,Minatitlán,22/05/2026,8,5307000,5307000,2156388,7463388,40.63%,948
Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,07/06/2026,8,3124000,3124000,1299578,4423578,41.60%,560
Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,07/06/2026,8,5157000,5157000,2157481,7314481,41.84%,933
Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,07/06/2026,8,92000,92000,38559,130559,41.91%,17
Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,07/06/2026,8,1940000,1940000,809023,2749023,41.70%,354
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,07/06/2026,8,4554000,4554000,1909328,6463328,41.93%,803
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,07/06/2026,8,3254000,3254000,1341486,4595486,41.23%,569
Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,07/06/2026,8,1542000,1542000,633897,2175897,41.11%,270
Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,07/06/2026,8,2498000,2498000,1031489,3529489,41.29%,453
Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,07/06/2026,8,3680000,3680000,1540377,5220377,41.86%,663
Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,07/06/2026,8,56000,56000,23887,79887,42.66%,10
Vale Amigo,Bajio,Digital Tecuala,Ruiz Digital,07/06/2026,8,35000,35000,14031,49031,40.09%,6
Vale Amigo,Bajio,Digital Tecuala,Tecuala Digital,07/06/2026,8,284000,284000,110838,394838,39.03%,48
Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,07/06/2026,8,22000,22000,9392,31392,42.69%,4
Vale Amigo,Bajio,Durango,Durango,07/06/2026,8,5532000,5532000,2255564,7787564,40.77%,995
Vale Amigo,Bajio,Durango,El Salto,07/06/2026,8,7793000,7793000,3227188,11020188,41.41%,1407
Vale Amigo,Bajio,Morelia,Celaya,07/06/2026,8,4666000,4666000,1916749,6582749,41.08%,837
Vale Amigo,Bajio,Morelia,Irapuato,07/06/2026,8,1361000,1361000,559167,1920167,41.08%,236
Vale Amigo,Bajio,Morelia,Morelia,07/06/2026,8,2531000,2531000,1036847,3567847,40.97%,450
Vale Amigo,Bajio,Morelia,Uruapan,07/06/2026,8,2285000,2285000,929122,3214122,40.66%,411
Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,07/06/2026,8,128000,128000,53382,181382,41.70%,22
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,07/06/2026,8,1136000,1136000,460033,1596033,40.50%,196
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,07/06/2026,8,1560000,1560000,639473,2199473,40.99%,272
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,07/06/2026,8,1098000,1098000,434505,1532505,39.57%,190
Vale Amigo,Bajio,Tepic,Compostela,07/06/2026,8,413000,413000,163606,576606,39.61%,70
Vale Amigo,Bajio,Tepic,Mezcales,07/06/2026,8,4820000,4820000,2010164,6830164,41.70%,857
Vale Amigo,Bajio,Tepic,Tepic,07/06/2026,8,2776000,2776000,1120134,3896134,40.35%,481
Vale Amigo,Bajio,Tepic,Vallarta,07/06/2026,8,2934000,2934000,1207832,4141832,41.17%,519
Vale Amigo,Bajio,Zacatecas,Fresnillo,07/06/2026,8,1873000,1873000,775376,2648376,41.40%,339
Vale Amigo,Bajio,Zacatecas,Jerez,07/06/2026,8,464000,464000,185364,649364,39.95%,80
Vale Amigo,Bajio,Zacatecas,Rio Grande,07/06/2026,8,2698000,2698000,1058463,3756463,39.23%,465
Vale Amigo,Bajio,Zacatecas,Zacatecas,07/06/2026,8,2479000,2479000,984549,3463549,39.72%,433
Vale Amigo,CERRADA,CERRADA,CERRADA,07/06/2026,8,636000,636000,254416,890416,40.00%,111
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,07/06/2026,8,2391000,2391000,982872,3373872,41.11%,427
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,07/06/2026,8,2510000,2510000,1049633,3559633,41.82%,445
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,07/06/2026,8,4093000,4093000,1694106,5787106,41.39%,724
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,07/06/2026,8,799000,799000,327110,1126110,40.94%,140
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,07/06/2026,8,5424000,5424000,2216520,7640520,40.87%,967
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,07/06/2026,8,2971000,2971000,1222509,4193509,41.15%,536
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,07/06/2026,8,588000,588000,239332,827332,40.70%,103
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,07/06/2026,8,2087000,2087000,853368,2940368,40.89%,364
Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,07/06/2026,8,745000,745000,306787,1051787,41.18%,133
Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,07/06/2026,8,770000,770000,310549,1080549,40.33%,135
Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,07/06/2026,8,1777000,1777000,747698,2524698,42.08%,336
Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,07/06/2026,8,380000,380000,158887,538887,41.81%,73
Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,07/06/2026,8,43000,43000,18376,61376,42.73%,8
Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,07/06/2026,8,182000,182000,74671,256671,41.03%,32
Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,07/06/2026,8,149000,149000,63598,212598,42.68%,27
Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,07/06/2026,8,310000,310000,128261,438261,41.37%,56
Vale Amigo,Digital Suroeste,Digital Guerrero,Cruz Grande,07/06/2026,8,5000,5000,2144,7144,42.88%,1
Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,07/06/2026,8,863000,863000,363617,1226617,42.13%,158
Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,07/06/2026,8,452000,452000,190686,642686,42.19%,82
Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,07/06/2026,8,795000,795000,336828,1131828,42.37%,147
Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,07/06/2026,8,1820000,1820000,761326,2581326,41.83%,317
Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,07/06/2026,8,1861000,1861000,771595,2632595,41.46%,336
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,07/06/2026,8,505000,505000,213556,718556,42.29%,94
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,07/06/2026,8,105000,105000,43687,148687,41.61%,19
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,07/06/2026,8,81000,81000,32352,113352,39.94%,15
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,07/06/2026,8,1915000,1915000,802437,2717437,41.90%,357
Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,07/06/2026,8,1310000,1310000,547148,1857148,41.77%,234
Vale Amigo,Noreste,Coahuila,Parras,07/06/2026,8,576000,576000,239485,815485,41.58%,102
Vale Amigo,Noreste,Coahuila,San Pedro,07/06/2026,8,1094000,1094000,456165,1550165,41.70%,191
Vale Amigo,Noreste,Coahuila Norte,Acuña,07/06/2026,8,2362000,2362000,977623,3339623,41.39%,412
Vale Amigo,Noreste,Coahuila Norte,Monclova,07/06/2026,8,5081000,5081000,2081495,7162495,40.97%,888
Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,07/06/2026,8,4270000,4270000,1781854,6051854,41.73%,771
